n_iter,elapsed_time,cost,n_routes,mechanism
0,473.623,3.1774e+06,0,initialization
13,620.951,3.17339e+06,29,mutation
15,641.687,3.17052e+06,29,mutation
16,650.093,3.16866e+06,29,mutation
39,883.405,3.16165e+06,29,mutation
66,1144.53,3.15937e+06,29,mutation
72,1209.72,3.15145e+06,29,crossover
117,1649.36,3.15075e+06,29,mutation
310,3515.53,3.14989e+06,30,mutation
367,4079.25,3.14624e+06,29,crossover
373,4136.7,3.14587e+06,30,mutation
440,4797.3,3.13483e+06,29,mutation
491,5330.8,3.12433e+06,29,mutation
516,5587.44,3.11949e+06,30,crossover
520,5625.15,3.11581e+06,30,mutation
521,5633.67,3.11222e+06,29,mutation
578,6241.73,3.11204e+06,29,mutation
603,6496.15,3.11122e+06,29,mutation
644,6903.09,3.1067e+06,29,crossover
645,6912.78,3.10602e+06,29,mutation
648,6942.44,3.10121e+06,29,mutation
688,7406.81,3.1007e+06,29,mutation
697,7499.01,3.0998e+06,29,mutation
707,7627.79,3.09815e+06,29,mutation
715,7723.56,3.09716e+06,29,mutation
716,7740.34,3.08736e+06,29,mutation
717,7756.91,3.08394e+06,29,mutation
730,7908.45,3.0812e+06,29,mutation
759,8234.42,3.0771e+06,29,mutation
781,8485.91,3.07204e+06,29,mutation
808,8880.08,3.07031e+06,29,crossover
874,9966.3,3.06921e+06,29,mutation
884,10103.3,3.06901e+06,29,mutation
919,10596.1,3.06892e+06,29,crossover
929,10742.7,3.06728e+06,29,mutation
953,11107.5,3.06505e+06,29,mutation
1000,11852.5,3.06432e+06,29,mutation
1008,11938.2,3.06415e+06,29,mutation
1134,13754.2,3.06358e+06,29,mutation
1211,14931.5,3.05614e+06,29,crossover
1438,18078.1,3.05035e+06,29,mutation
1503,19048.3,3.04895e+06,29,mutation
1628,20812.5,3.04835e+06,29,mutation
1635,20926.3,3.04402e+06,29,mutation
