n_iter,elapsed_time,cost,n_routes,mechanism
0,1464.19,3.3185e+06,0,initialization
4,1518.5,3.31182e+06,31,crossover
7,1554.16,3.28195e+06,30,crossover
8,1564.69,3.28025e+06,30,crossover
20,1700.83,3.27045e+06,30,crossover
38,1906.19,3.26192e+06,30,crossover
44,1971.06,3.26116e+06,30,crossover
58,2124.61,3.25586e+06,30,crossover
66,2213.27,3.25376e+06,31,crossover
78,2349.53,3.24885e+06,30,crossover
83,2407.19,3.23172e+06,31,crossover
116,2769.8,3.21551e+06,30,crossover
179,3466.47,3.21111e+06,30,crossover
181,3487.97,3.21102e+06,30,crossover
220,3916.16,3.19441e+06,30,crossover
315,4936.35,3.18404e+06,30,crossover
476,6689.84,3.17851e+06,30,crossover
723,9456.28,3.17454e+06,30,crossover
743,9679.5,3.16033e+06,30,crossover
773,10053,3.13262e+06,29,crossover
895,12049.5,3.12873e+06,29,crossover
896,12060.8,3.10836e+06,29,crossover
912,12370.4,3.09443e+06,30,crossover
994,13842.4,3.09192e+06,29,crossover
1064,15100.8,3.08172e+06,29,crossover
