n_iter,elapsed_time,cost,n_routes,mechanism
0,463.133,3.21262e+06,0,initialization
8,552.25,3.20713e+06,29,mutation
16,632.314,3.2048e+06,29,mutation
20,674.127,3.20249e+06,29,crossover
33,815.907,3.19248e+06,30,mutation
37,857.123,3.18287e+06,29,mutation
45,938.858,3.17938e+06,30,crossover
56,1054.45,3.17527e+06,29,mutation
66,1157.7,3.16543e+06,29,mutation
99,1519.86,3.16312e+06,29,mutation
105,1583.72,3.16047e+06,29,mutation
135,1918.49,3.16043e+06,29,mutation
143,2010.95,3.15588e+06,29,mutation
177,2378.06,3.15447e+06,29,mutation
197,2595.08,3.15343e+06,29,mutation
202,2651.44,3.15324e+06,30,mutation
224,2896.05,3.15247e+06,30,mutation
227,2938.88,3.15004e+06,29,mutation
236,3025.52,3.14942e+06,29,mutation
283,3540.75,3.14726e+06,29,mutation
315,3840.69,3.14576e+06,29,mutation
327,3950.67,3.14525e+06,29,crossover
373,4375.3,3.14466e+06,29,mutation
375,4392.76,3.14446e+06,29,crossover
378,4418.77,3.1436e+06,30,mutation
414,4781.64,3.14142e+06,29,mutation
502,5639.84,3.14082e+06,29,mutation
506,5683.11,3.13633e+06,29,mutation
530,5908.06,3.13473e+06,29,mutation
542,6018.55,3.13383e+06,29,mutation
562,6209.38,3.12959e+06,29,mutation
695,7556.39,3.12557e+06,29,mutation
704,7654.99,3.12345e+06,29,crossover
730,7913.2,3.12078e+06,29,mutation
763,8335.02,3.11557e+06,29,mutation
781,8541.17,3.11545e+06,29,mutation
818,9090.58,3.10829e+06,29,mutation
820,9119.74,3.10697e+06,29,mutation
825,9184.91,3.1059e+06,29,mutation
859,9732.91,3.10408e+06,29,mutation
881,10065.6,3.09519e+06,29,mutation
889,10170.5,3.09063e+06,29,mutation
902,10376.3,3.08813e+06,29,mutation
904,10393.5,3.08688e+06,29,mutation
910,10453.8,3.08494e+06,29,mutation
913,10481.4,3.08461e+06,29,mutation
921,10566.9,3.08368e+06,29,mutation
929,10682.5,3.07715e+06,29,mutation
980,11439.5,3.07504e+06,29,crossover
1074,13026,3.07492e+06,29,mutation
1099,13358.3,3.06501e+06,29,mutation
1203,14953.2,3.06312e+06,29,mutation
1285,16048.8,3.06186e+06,29,mutation
1334,16726.2,3.06094e+06,29,crossover
1337,16775.7,3.0594e+06,29,crossover
1341,16830.9,3.05863e+06,29,mutation
1477,18740.5,3.0558e+06,29,mutation
1486,18885.6,3.05575e+06,29,mutation
1500,19060.5,3.05392e+06,29,mutation
1585,20325,3.05247e+06,29,crossover
1587,20342,3.05245e+06,29,mutation
