n_iter,elapsed_time,cost,n_routes,mechanism
0,463.202,3.20402e+06,0,initialization
11,577.25,3.1937e+06,29,mutation
66,1113.39,3.18517e+06,30,mutation
76,1210.5,3.17397e+06,29,mutation
83,1282.75,3.16401e+06,29,mutation
122,1700.45,3.16102e+06,29,mutation
140,1893.3,3.1604e+06,29,mutation
147,1963.34,3.16012e+06,29,crossover
180,2292.58,3.15326e+06,29,mutation
197,2471.91,3.14771e+06,29,mutation
356,4067.91,3.14429e+06,29,crossover
393,4445.61,3.1433e+06,29,mutation
416,4689.67,3.14245e+06,29,mutation
432,4901.03,3.14071e+06,29,mutation
440,5003.33,3.13876e+06,29,mutation
505,5753.55,3.13429e+06,29,mutation
554,6305.14,3.12248e+06,29,mutation
562,6407.87,3.12021e+06,29,mutation
578,6612.86,3.11788e+06,29,mutation
603,6899.78,3.1111e+06,30,mutation
630,7170.47,3.11018e+06,29,mutation
652,7432.2,3.10874e+06,29,mutation
673,7693.81,3.10856e+06,29,mutation
679,7769.2,3.10716e+06,29,crossover
684,7832.36,3.09812e+06,29,mutation
700,8051.19,3.09515e+06,30,mutation
707,8115.64,3.08721e+06,30,mutation
713,8180.11,3.0834e+06,29,mutation
739,8469.14,3.08081e+06,29,mutation
742,8508.42,3.07708e+06,29,mutation
780,9020.08,3.07362e+06,29,mutation
802,9326.11,3.06736e+06,29,mutation
812,9473.05,3.06493e+06,29,mutation
910,10981.6,3.0635e+06,29,mutation
931,11270.4,3.06161e+06,30,mutation
993,12216.6,3.06e+06,30,mutation
1013,12548.4,3.05974e+06,30,mutation
1129,14215.4,3.059e+06,29,mutation
1145,14426.2,3.05753e+06,29,crossover
1176,14821.5,3.05742e+06,29,mutation
1178,14839.4,3.05732e+06,29,mutation
1186,14926.7,3.0474e+06,29,mutation
1224,15488.3,3.04602e+06,29,mutation
1269,16230.4,3.04418e+06,29,mutation
1315,16869.1,3.04392e+06,29,mutation
1352,17319.1,3.03956e+06,29,mutation
1453,18791.8,3.0391e+06,29,mutation
1510,19605,3.03852e+06,29,mutation
1513,19642,3.0374e+06,29,mutation
1609,21021.7,3.03579e+06,30,mutation
