n_iter,elapsed_time,cost,n_routes,mechanism
0,448.126,3.18733e+06,0,initialization
8,536.219,3.1872e+06,30,mutation
9,544.358,3.18349e+06,30,mutation
16,608.531,3.18132e+06,30,mutation
21,659.046,3.16611e+06,29,mutation
22,667.312,3.1643e+06,29,mutation
26,705.893,3.1574e+06,29,mutation
33,773.89,3.15738e+06,29,mutation
38,819.781,3.15728e+06,29,crossover
39,828.017,3.15425e+06,29,mutation
47,912.266,3.15298e+06,30,mutation
86,1309,3.15218e+06,31,mutation
87,1317.5,3.15012e+06,31,mutation
105,1504.02,3.14916e+06,31,mutation
134,1789.94,3.14045e+06,30,mutation
135,1806.75,3.13877e+06,30,mutation
177,2227.45,3.13776e+06,29,mutation
183,2287.19,3.13253e+06,30,mutation
196,2414.62,3.13144e+06,30,mutation
202,2470.68,3.11848e+06,29,mutation
371,4148.78,3.1178e+06,29,crossover
469,5119.22,3.11439e+06,30,mutation
478,5205.52,3.11319e+06,29,mutation
512,5538.56,3.11165e+06,29,mutation
523,5646.02,3.11124e+06,29,crossover
548,5901.42,3.09724e+06,30,mutation
647,6911.52,3.09674e+06,29,mutation
703,7519.92,3.09618e+06,29,mutation
709,7585.14,3.09598e+06,29,mutation
715,7646.88,3.09453e+06,29,mutation
717,7665.97,3.09365e+06,29,mutation
722,7733.56,3.09304e+06,29,mutation
732,7857.35,3.08594e+06,29,crossover
773,8274.06,3.08528e+06,29,crossover
775,8293.81,3.07993e+06,29,mutation
1053,12599,3.07976e+06,29,crossover
1068,12814.9,3.07503e+06,29,mutation
1082,13056.7,3.07419e+06,30,mutation
1147,13970.6,3.0739e+06,30,mutation
1175,14374.7,3.07384e+06,29,mutation
1194,14616.5,3.07017e+06,29,mutation
1221,14969.6,3.06895e+06,29,mutation
1230,15098.9,3.06609e+06,29,mutation
1292,16027.2,3.06548e+06,29,mutation
1299,16146.1,3.06421e+06,29,mutation
1312,16294.3,3.06361e+06,29,mutation
1316,16333.4,3.06189e+06,29,mutation
1343,16772.1,3.05652e+06,29,mutation
1361,17088,3.04926e+06,29,mutation
1384,17482.4,3.04808e+06,29,mutation
1484,19041.1,3.04785e+06,29,mutation
1507,19410.4,3.04756e+06,29,crossover
1524,19631.5,3.0474e+06,29,mutation
1564,20247.8,3.04655e+06,29,mutation
1648,21512.4,3.04552e+06,29,crossover
