n_iter,elapsed_time,cost,n_routes,mechanism
0,1472.85,3.31239e+06,0,initialization
4,1531.96,3.28417e+06,30,crossover
9,1588.13,3.25743e+06,30,crossover
52,2057.51,3.25636e+06,30,crossover
102,2610.32,3.2461e+06,30,crossover
119,2795.18,3.24356e+06,30,crossover
136,2986.1,3.23854e+06,30,crossover
142,3058.3,3.23832e+06,30,crossover
165,3303.83,3.21385e+06,30,crossover
276,4517.44,3.20116e+06,30,crossover
355,5371.49,3.1972e+06,30,crossover
358,5404.36,3.19565e+06,30,crossover
426,6128.93,3.19332e+06,30,crossover
429,6159.3,3.19255e+06,30,crossover
521,7165.97,3.17276e+06,30,crossover
530,7261.46,3.16929e+06,30,crossover
676,8830.57,3.1601e+06,30,crossover
731,9438.78,3.1504e+06,30,crossover
799,10265.6,3.15008e+06,30,crossover
808,10412.3,3.13512e+06,29,crossover
857,11211.5,3.10133e+06,29,crossover
1202,17290.9,3.10074e+06,29,crossover
1267,18307.9,3.09687e+06,29,crossover
1337,19545.6,3.0886e+06,29,crossover
