n_iter,elapsed_time,cost,n_routes,mechanism
0,1980.39,2.53926e+06,0,initialization
0,1998.87,2.52903e+06,68,crossover
4,2071.44,2.52552e+06,69,crossover
7,2122.67,2.52494e+06,69,crossover
9,2159.93,2.52154e+06,67,crossover
24,2423.64,2.51618e+06,70,crossover
27,2474.78,2.51258e+06,69,crossover
44,2782.03,2.50985e+06,69,crossover
45,2797.34,2.50856e+06,70,crossover
50,2879.72,2.49446e+06,69,crossover
59,3040.78,2.49237e+06,68,crossover
111,3979.75,2.49061e+06,68,crossover
114,4034,2.48903e+06,69,crossover
145,4578.53,2.48131e+06,68,crossover
214,5807.86,2.47934e+06,68,crossover
225,5998.38,2.47818e+06,68,crossover
246,6369.8,2.4769e+06,68,crossover
279,6942.41,2.4753e+06,69,crossover
288,7095.63,2.47528e+06,68,crossover
296,7249.41,2.4694e+06,69,crossover
314,7564.16,2.46658e+06,67,crossover
338,8003.03,2.45156e+06,67,crossover
473,10453.4,2.44889e+06,68,crossover
493,10801.7,2.4481e+06,69,crossover
557,11946.7,2.44419e+06,68,crossover
633,13339.2,2.43914e+06,68,crossover
640,13456.2,2.43536e+06,67,crossover
647,13574.6,2.43173e+06,67,crossover
750,15559.6,2.42974e+06,67,crossover
778,16127.9,2.42692e+06,69,crossover
787,16325.1,2.42321e+06,68,crossover
812,16823.9,2.41596e+06,68,crossover
839,17341.5,2.40674e+06,66,crossover
895,18900.9,2.39374e+06,66,crossover
