n_iter,elapsed_time,cost,n_routes,mechanism
0,1949.41,2.54694e+06,0,initialization
1,1988.44,2.52996e+06,69,crossover
4,2041.64,2.51554e+06,69,crossover
8,2114.49,2.5099e+06,68,crossover
34,2571.3,2.4987e+06,69,crossover
49,2843.87,2.49099e+06,68,crossover
90,3563.25,2.48965e+06,69,crossover
110,3922.52,2.48574e+06,69,crossover
146,4543.17,2.48467e+06,70,crossover
153,4665.38,2.47854e+06,69,crossover
185,5231.08,2.47754e+06,67,crossover
193,5362.06,2.47355e+06,69,crossover
250,6377.75,2.45999e+06,68,crossover
332,7796.14,2.45074e+06,69,crossover
564,11929,2.44768e+06,68,crossover
631,13128.2,2.44597e+06,68,crossover
645,13401.5,2.43944e+06,69,crossover
674,13909.3,2.43041e+06,68,crossover
731,15053.5,2.42945e+06,66,crossover
785,16078.9,2.42687e+06,67,crossover
839,17165.2,2.42104e+06,68,crossover
857,17598.6,2.41078e+06,66,crossover
905,18883.3,2.40945e+06,66,crossover
964,20283.8,2.40572e+06,66,crossover
