n_iter,elapsed_time,cost,n_routes,mechanism
0,881.157,2.47631e+06,0,initialization
13,1122.05,2.47264e+06,67,mutation
19,1225,2.47061e+06,68,crossover
51,1785.27,2.46248e+06,68,mutation
76,2257.33,2.46152e+06,67,mutation
105,2760.5,2.46035e+06,68,mutation
134,3188.22,2.4561e+06,67,mutation
150,3428.92,2.44482e+06,66,mutation
154,3489.22,2.44415e+06,68,mutation
160,3576.52,2.44362e+06,68,crossover
192,4058.92,2.44259e+06,68,mutation
227,4596.09,2.4382e+06,67,mutation
280,5501.2,2.43428e+06,67,mutation
454,8205.16,2.43349e+06,67,mutation
491,8797.47,2.43279e+06,66,mutation
539,9622.91,2.43121e+06,67,mutation
566,10053.9,2.42659e+06,66,crossover
575,10213.6,2.42522e+06,66,mutation
697,12318.7,2.42296e+06,66,mutation
707,12517.5,2.4213e+06,66,mutation
717,12677.4,2.42086e+06,66,mutation
725,12853.8,2.42084e+06,66,mutation
734,13055.8,2.42004e+06,66,mutation
753,13403,2.41961e+06,66,mutation
757,13503.4,2.41897e+06,67,mutation
760,13590.4,2.41812e+06,66,mutation
761,13604.8,2.41305e+06,66,mutation
785,14023.6,2.4125e+06,66,mutation
811,14568,2.40982e+06,66,mutation
824,14858,2.40977e+06,66,mutation
843,15261.3,2.40912e+06,66,mutation
875,15972.5,2.40146e+06,66,mutation
880,16089.1,2.4005e+06,66,mutation
938,17463.8,2.39993e+06,66,mutation
947,17638.2,2.39931e+06,66,crossover
953,17742.8,2.39853e+06,66,mutation
962,18027.9,2.3981e+06,66,mutation
965,18089.6,2.39736e+06,66,crossover
968,18133.7,2.39336e+06,67,crossover
