n_iter,elapsed_time,cost,n_routes,mechanism
0,2012.78,2.53488e+06,0,initialization
5,2124.8,2.51856e+06,69,crossover
6,2146.2,2.49984e+06,69,crossover
45,2924.96,2.49527e+06,68,crossover
71,3377.22,2.495e+06,68,crossover
72,3395.3,2.49185e+06,69,crossover
77,3481.84,2.47676e+06,68,crossover
129,4380.11,2.47043e+06,68,crossover
150,4723.89,2.46976e+06,68,crossover
175,5160.72,2.46668e+06,68,crossover
272,6798.55,2.46252e+06,70,crossover
321,7633.19,2.45636e+06,68,crossover
340,7963.47,2.45366e+06,70,crossover
397,8922.47,2.45215e+06,69,crossover
425,9413.32,2.45212e+06,69,crossover
465,10100,2.44744e+06,69,crossover
468,10150.4,2.44346e+06,69,crossover
497,10665.5,2.44058e+06,69,crossover
553,11671.1,2.43446e+06,67,crossover
668,13798.9,2.42913e+06,69,crossover
757,15524.1,2.42707e+06,68,crossover
834,17056.3,2.42683e+06,67,crossover
865,17719.3,2.42315e+06,66,crossover
877,17980.4,2.42288e+06,66,crossover
880,18045.9,2.40928e+06,66,crossover
908,18905.6,2.40223e+06,66,crossover
933,19721,2.3998e+06,66,crossover
