n_iter,elapsed_time,cost,n_routes,mechanism
0,683.16,1.40662e+06,0,initialization
1,692.723,1.40518e+06,19,crossover
6,716.303,1.40175e+06,19,crossover
9,730.644,1.39986e+06,18,crossover
14,749.911,1.39456e+06,19,crossover
17,762.457,1.38742e+06,19,crossover
46,889.145,1.38233e+06,19,crossover
53,918.488,1.37277e+06,19,crossover
55,927.145,1.37051e+06,19,crossover
88,1061.66,1.36978e+06,19,crossover
118,1187.13,1.36909e+06,19,crossover
137,1261.77,1.36855e+06,19,crossover
151,1320.13,1.35182e+06,19,crossover
166,1382.05,1.34725e+06,19,crossover
348,2145.55,1.3439e+06,19,crossover
352,2161.61,1.34359e+06,20,crossover
397,2345.46,1.34184e+06,19,crossover
401,2361.86,1.34143e+06,19,crossover
475,2663.21,1.33979e+06,19,crossover
577,3086.57,1.33632e+06,19,crossover
590,3137.88,1.33388e+06,19,crossover
667,3465.95,1.33236e+06,19,crossover
725,3705.29,1.33108e+06,19,crossover
726,3708.77,1.33033e+06,18,crossover
748,3800.48,1.32519e+06,19,crossover
757,3836.08,1.32402e+06,18,crossover
961,4745.87,1.31729e+06,18,crossover
1103,5524.87,1.31561e+06,18,crossover
1106,5539.29,1.31294e+06,18,crossover
1237,6347.37,1.31253e+06,18,crossover
1570,8367.29,1.30881e+06,18,crossover
1917,10480.3,1.3068e+06,18,crossover
2246,12425.2,1.30622e+06,18,crossover
2309,12804.7,1.30329e+06,18,crossover
2901,16301.7,1.3013e+06,18,crossover
3002,16891,1.30098e+06,18,crossover
3491,19746.1,1.29905e+06,18,crossover
3675,20821.3,1.29878e+06,18,crossover
