n_iter,elapsed_time,cost,n_routes,mechanism
0,170.657,1.3652e+06,0,initialization
9,207.281,1.36477e+06,18,mutation
11,214.062,1.36394e+06,18,mutation
13,221.422,1.36186e+06,18,mutation
16,231.86,1.35864e+06,18,mutation
26,269.361,1.35783e+06,18,mutation
39,320.627,1.35692e+06,18,mutation
60,396.438,1.35681e+06,18,mutation
68,425.688,1.35671e+06,18,mutation
73,445.298,1.35572e+06,18,mutation
85,490.019,1.3555e+06,18,mutation
87,497.144,1.3531e+06,19,mutation
100,543.783,1.35304e+06,19,mutation
107,569.625,1.35162e+06,18,mutation
116,600.159,1.35089e+06,18,mutation
118,606.988,1.34979e+06,18,mutation
127,637.221,1.34874e+06,18,mutation
143,693.081,1.34793e+06,18,mutation
185,836.031,1.34675e+06,18,mutation
196,872.424,1.34639e+06,18,mutation
202,892.519,1.34585e+06,18,mutation
209,915.379,1.34312e+06,18,crossover
216,939.207,1.34266e+06,18,mutation
241,1041.08,1.34163e+06,18,mutation
242,1044.86,1.34023e+06,18,crossover
266,1130.49,1.33948e+06,18,mutation
289,1207.84,1.33945e+06,18,crossover
329,1339.27,1.33901e+06,18,crossover
343,1385.94,1.33889e+06,18,mutation
435,1713.08,1.33814e+06,18,mutation
443,1739.5,1.33685e+06,18,mutation
541,2074.86,1.33461e+06,18,crossover
544,2084.32,1.33439e+06,18,mutation
556,2126.74,1.33304e+06,18,crossover
567,2165.49,1.33236e+06,18,crossover
575,2194,1.33232e+06,18,mutation
605,2309.78,1.33178e+06,18,mutation
627,2383.57,1.33079e+06,18,mutation
654,2477.46,1.33038e+06,18,mutation
680,2572.74,1.32879e+06,18,crossover
706,2660.91,1.32873e+06,18,crossover
710,2673.72,1.3286e+06,18,mutation
744,2790.07,1.32109e+06,18,crossover
746,2796.27,1.32093e+06,18,mutation
753,2821.83,1.32012e+06,18,mutation
757,2835.86,1.32004e+06,18,mutation
763,2858.66,1.31902e+06,18,mutation
801,3001.75,1.31778e+06,18,crossover
804,3014.3,1.31772e+06,18,mutation
809,3046.78,1.31751e+06,18,crossover
811,3056.47,1.31621e+06,18,mutation
825,3123.36,1.31596e+06,18,mutation
831,3147.61,1.31426e+06,18,mutation
855,3237.83,1.31394e+06,18,crossover
860,3254.22,1.3134e+06,18,mutation
868,3289.07,1.31326e+06,18,mutation
884,3359.99,1.31323e+06,18,mutation
900,3439.05,1.31268e+06,18,mutation
908,3483.94,1.31254e+06,18,mutation
915,3520.5,1.31242e+06,18,mutation
941,3671.1,1.31087e+06,18,crossover
975,3846.69,1.30948e+06,18,mutation
995,3945.97,1.30832e+06,18,crossover
997,3957.76,1.30829e+06,19,mutation
1024,4085.44,1.30719e+06,18,crossover
1041,4169.19,1.30597e+06,18,crossover
1055,4236.25,1.30585e+06,18,mutation
1063,4274.24,1.30563e+06,18,mutation
1070,4307.19,1.30519e+06,19,mutation
1084,4368.94,1.30475e+06,18,mutation
1092,4419.11,1.30472e+06,18,mutation
1105,4494.2,1.30467e+06,18,mutation
1121,4571.64,1.30389e+06,18,mutation
1147,4687.55,1.30386e+06,18,mutation
1158,4737.93,1.30366e+06,18,mutation
1163,4756.44,1.3034e+06,19,crossover
1178,4829.16,1.30336e+06,18,mutation
1200,4937.09,1.30335e+06,18,mutation
1215,5008.47,1.30333e+06,18,mutation
1291,5333.61,1.3024e+06,18,crossover
1353,5638.16,1.30188e+06,18,mutation
1364,5684.42,1.30117e+06,18,mutation
1370,5710,1.30107e+06,18,mutation
1386,5783.98,1.30067e+06,18,crossover
1391,5813.98,1.30031e+06,18,mutation
1429,5979.38,1.30019e+06,18,mutation
1434,5996.41,1.29981e+06,18,mutation
1454,6090.43,1.29969e+06,18,mutation
1468,6150,1.29961e+06,18,mutation
1492,6262.83,1.29956e+06,18,mutation
1499,6297.73,1.29894e+06,18,mutation
1534,6469.81,1.29892e+06,18,mutation
1536,6481.33,1.29882e+06,18,mutation
