n_iter,elapsed_time,cost,n_routes,mechanism
0,682.486,1.39554e+06,0,initialization
10,731.003,1.3889e+06,19,crossover
24,795.157,1.37779e+06,18,crossover
65,969.02,1.37723e+06,19,crossover
89,1068.17,1.37523e+06,19,crossover
95,1088.89,1.36993e+06,19,crossover
108,1141.8,1.36902e+06,19,crossover
127,1218.19,1.35901e+06,19,crossover
253,1734.21,1.34647e+06,19,crossover
352,2133.03,1.34612e+06,19,crossover
369,2202.68,1.3444e+06,19,crossover
387,2274.11,1.34281e+06,19,crossover
433,2463.35,1.3407e+06,19,crossover
459,2568.97,1.33859e+06,18,crossover
503,2738.13,1.33843e+06,18,crossover
699,3539.21,1.33479e+06,18,crossover
858,4191.44,1.3289e+06,19,crossover
911,4422.49,1.32292e+06,18,crossover
921,4462.82,1.32091e+06,18,crossover
1254,6444.49,1.31988e+06,18,crossover
1328,6894.65,1.31943e+06,18,crossover
1378,7195.05,1.31872e+06,18,crossover
1434,7561.38,1.31868e+06,18,crossover
1445,7624.01,1.31121e+06,18,crossover
1720,9269.43,1.30707e+06,18,crossover
1802,9748.24,1.30575e+06,18,crossover
3003,16697.1,1.30569e+06,18,crossover
3169,17653.1,1.30295e+06,18,crossover
3534,19822.6,1.29854e+06,18,crossover
