n_iter,elapsed_time,cost,n_routes,mechanism
0,699.817,1.39365e+06,0,initialization
13,758.112,1.38594e+06,19,crossover
24,804.878,1.38474e+06,18,crossover
47,906.285,1.38453e+06,19,crossover
51,921.832,1.36055e+06,19,crossover
93,1092.49,1.35709e+06,18,crossover
110,1162.6,1.34639e+06,19,crossover
207,1543.02,1.34562e+06,19,crossover
229,1630.43,1.3431e+06,19,crossover
248,1707.03,1.34298e+06,19,crossover
266,1776.67,1.34238e+06,19,crossover
310,1954.63,1.34199e+06,19,crossover
408,2330.35,1.33844e+06,19,crossover
585,3008.44,1.3376e+06,19,crossover
670,3331.24,1.33679e+06,18,crossover
835,3977.97,1.33576e+06,18,crossover
836,3982.47,1.33426e+06,19,crossover
920,4327.97,1.32882e+06,18,crossover
997,4665.05,1.32862e+06,18,crossover
1031,4829.43,1.32404e+06,18,crossover
1131,5499.79,1.32121e+06,18,crossover
1407,7181.14,1.31296e+06,18,crossover
2532,13526.9,1.31126e+06,18,crossover
2651,14163.3,1.31056e+06,18,crossover
2711,14520.8,1.31049e+06,18,crossover
2782,14904.3,1.30998e+06,18,crossover
3114,16706.3,1.30924e+06,18,crossover
3115,16711.9,1.30808e+06,18,crossover
3183,17046.2,1.30702e+06,18,crossover
3631,19600.1,1.30695e+06,18,crossover
3829,20697.3,1.30653e+06,18,crossover
3875,20968,1.30581e+06,18,crossover
