n_iter,elapsed_time,cost,n_routes,mechanism
0,657.578,1.39256e+06,0,initialization
8,697.392,1.38627e+06,18,crossover
9,701.764,1.38346e+06,19,crossover
18,739.5,1.3796e+06,19,crossover
23,759.452,1.37908e+06,19,crossover
28,781.859,1.37033e+06,19,crossover
43,843.782,1.36596e+06,19,crossover
46,856.765,1.36284e+06,18,crossover
149,1278.27,1.35797e+06,19,crossover
222,1576.95,1.35579e+06,19,crossover
275,1791.17,1.34823e+06,19,crossover
294,1863.44,1.3415e+06,18,crossover
305,1906.03,1.34138e+06,18,crossover
381,2217.89,1.34131e+06,18,crossover
402,2304.78,1.33257e+06,19,crossover
413,2346.14,1.33058e+06,19,crossover
629,3199.19,1.33028e+06,19,crossover
656,3316.61,1.33007e+06,19,crossover
666,3360.95,1.32963e+06,19,crossover
718,3569.91,1.3292e+06,19,crossover
748,3690.19,1.32778e+06,19,crossover
824,4025.35,1.32741e+06,18,crossover
867,4221.28,1.32477e+06,19,crossover
906,4389.94,1.32393e+06,19,crossover
974,4701.94,1.32349e+06,19,crossover
1007,4864.08,1.32279e+06,19,crossover
1018,4917.94,1.32039e+06,18,crossover
1044,5077.75,1.31922e+06,18,crossover
1047,5089.01,1.31874e+06,19,crossover
1079,5307.62,1.31665e+06,18,crossover
1262,6429.02,1.31437e+06,18,crossover
1484,7748.92,1.31417e+06,18,crossover
1917,10311.5,1.31402e+06,18,crossover
1932,10399,1.31248e+06,18,crossover
2086,11267.5,1.31195e+06,18,crossover
2201,11961.9,1.31187e+06,18,crossover
2251,12252.8,1.31175e+06,18,crossover
2399,13052,1.31143e+06,18,crossover
2803,15299.7,1.31131e+06,18,crossover
3019,16514.8,1.31122e+06,19,crossover
3038,16621.5,1.31029e+06,18,crossover
3219,17634.2,1.30935e+06,19,crossover
3388,18595.5,1.30915e+06,18,crossover
3763,20663,1.30903e+06,18,crossover
3920,21494,1.30819e+06,18,crossover
