n_iter,elapsed_time,cost,n_routes,mechanism
0,49.283,2.70806e+06,0,initialization
17,69.799,2.70461e+06,37,crossover
25,79.063,2.69539e+06,37,crossover
36,91.655,2.69457e+06,37,mutation
57,116.126,2.68518e+06,37,mutation
91,155.533,2.68225e+06,37,crossover
103,169.813,2.67266e+06,37,crossover
162,234.986,2.67039e+06,37,crossover
185,260.766,2.67002e+06,37,mutation
204,280.003,2.6698e+06,37,mutation
205,280.907,2.66945e+06,37,mutation
225,305.127,2.66854e+06,37,crossover
241,322.642,2.6679e+06,37,mutation
284,370.63,2.66002e+06,37,crossover
298,387.094,2.65975e+06,37,mutation
328,419.396,2.65892e+06,37,crossover
341,433.002,2.65378e+06,37,crossover
344,436.364,2.65314e+06,37,mutation
373,468.364,2.64769e+06,36,mutation
401,500.268,2.6347e+06,36,mutation
414,514.704,2.63365e+06,36,mutation
422,524.22,2.63191e+06,36,mutation
432,535.909,2.62824e+06,36,mutation
497,611.487,2.62775e+06,36,crossover
505,621.129,2.62398e+06,36,mutation
534,660.614,2.62022e+06,36,mutation
538,665.595,2.61752e+06,36,crossover
539,667.533,2.61722e+06,37,mutation
545,678.472,2.61709e+06,36,mutation
547,680.815,2.61444e+06,36,crossover
554,690.723,2.60649e+06,36,mutation
634,826.753,2.59395e+06,36,mutation
700,925.767,2.59389e+06,36,mutation
701,928.502,2.59257e+06,36,mutation
739,985.142,2.59044e+06,36,mutation
776,1042.66,2.58749e+06,36,mutation
802,1083.14,2.58695e+06,36,mutation
804,1084.99,2.58642e+06,36,mutation
811,1095.36,2.58374e+06,36,mutation
948,1298.58,2.58333e+06,36,mutation
1003,1384.25,2.58233e+06,36,mutation
1060,1480.3,2.58084e+06,36,mutation
1069,1496.91,2.57874e+06,36,mutation
1100,1541.22,2.57491e+06,36,mutation
1131,1593.73,2.57389e+06,36,mutation
1201,1699.47,2.57273e+06,36,mutation
1269,1798.3,2.57247e+06,36,mutation
1315,1867.62,2.57071e+06,36,mutation
1363,1937.47,2.57016e+06,36,mutation
1404,2002.22,2.56917e+06,36,mutation
1420,2024.17,2.56916e+06,36,mutation
1468,2087.91,2.56834e+06,36,mutation
1504,2146.79,2.56767e+06,36,mutation
1529,2186.25,2.56762e+06,36,crossover
1587,2267.45,2.56604e+06,36,mutation
1678,2409.83,2.56582e+06,36,mutation
1772,2542.75,2.56552e+06,36,mutation
1791,2574.55,2.56545e+06,36,mutation
1806,2595.11,2.5634e+06,36,mutation
1860,2687.42,2.56338e+06,36,mutation
1865,2694.55,2.56335e+06,36,mutation
1983,2891.44,2.56308e+06,36,crossover
1997,2915.41,2.56243e+06,36,crossover
2009,2933.99,2.56206e+06,36,mutation
2163,3162.06,2.5616e+06,36,mutation
2180,3184.49,2.55963e+06,36,mutation
2198,3210.19,2.55934e+06,36,mutation
2312,3372.47,2.55908e+06,36,mutation
2367,3451.83,2.55902e+06,36,mutation
2433,3554.51,2.55883e+06,36,mutation
2520,3682.94,2.55877e+06,36,mutation
2573,3761.95,2.55874e+06,36,mutation
2574,3762.75,2.55874e+06,36,mutation
2955,4307.53,2.55866e+06,36,mutation
2965,4321,2.55866e+06,36,mutation
3137,4581.39,2.55706e+06,36,mutation
3162,4613.92,2.55672e+06,36,mutation
3399,4986.11,2.55669e+06,36,mutation
3437,5037.39,2.55657e+06,36,mutation
3590,5257.95,2.55602e+06,36,mutation
3602,5270.5,2.55566e+06,36,mutation
3770,5530.49,2.55535e+06,36,mutation
3788,5554.34,2.55413e+06,36,mutation
3838,5625,2.55366e+06,36,mutation
3982,5843.77,2.55336e+06,36,mutation
4121,6059.36,2.55321e+06,36,mutation
4460,6605.95,2.55302e+06,36,mutation
4685,6961.66,2.55302e+06,36,mutation
4874,7250.53,2.55301e+06,36,mutation
5159,7717.09,2.55294e+06,36,mutation
5286,7914.49,2.55275e+06,36,mutation
5527,8300.42,2.55274e+06,36,mutation
5598,8409.02,2.55266e+06,36,mutation
5599,8409.8,2.55245e+06,36,mutation
5754,8660.11,2.55244e+06,36,mutation
5806,8744.24,2.55243e+06,36,mutation
5852,8822.05,2.55221e+06,36,mutation
5882,8865.16,2.55215e+06,36,mutation
6093,9183.19,2.55187e+06,36,mutation
6094,9184.03,2.55186e+06,36,mutation
