n_iter,elapsed_time,cost,n_routes,mechanism
0,2723.7,3.49699e+06,0,initialization
10,2937.05,3.49395e+06,41,crossover
11,2956.04,3.49029e+06,42,crossover
15,3030.01,3.45687e+06,41,crossover
29,3300.96,3.45475e+06,41,crossover
38,3477.88,3.45361e+06,41,crossover
39,3498.21,3.42329e+06,41,crossover
115,4937.74,3.41491e+06,42,crossover
195,6437.49,3.40872e+06,41,crossover
218,6880.37,3.40606e+06,42,crossover
372,9802.3,3.39301e+06,42,crossover
495,12079.6,3.38984e+06,41,crossover
525,12633.1,3.38838e+06,41,crossover
591,13887.5,3.38664e+06,42,crossover
605,14146.3,3.38534e+06,42,crossover
637,14785.5,3.3819e+06,42,crossover
656,15150.6,3.38141e+06,41,crossover
709,16166.2,3.37633e+06,41,crossover
736,16659.1,3.37354e+06,42,crossover
793,17804.8,3.36766e+06,41,crossover
830,18583.8,3.34426e+06,42,crossover
898,20055.2,3.34327e+06,40,crossover
