n_iter,elapsed_time,cost,n_routes,mechanism
0,976.841,3.46131e+06,0,initialization
9,1158.5,3.45939e+06,40,mutation
11,1192.14,3.45487e+06,40,mutation
16,1294.2,3.44821e+06,41,mutation
36,1649.3,3.44671e+06,41,mutation
37,1665.92,3.44378e+06,41,mutation
51,1909.26,3.43968e+06,42,mutation
64,2163.05,3.4321e+06,42,crossover
72,2317.05,3.42352e+06,41,crossover
73,2335.92,3.42088e+06,41,mutation
85,2569.97,3.40615e+06,40,mutation
99,2863.34,3.40157e+06,41,mutation
128,3425.19,3.39975e+06,41,crossover
155,3946.82,3.39966e+06,41,crossover
164,4125.77,3.39376e+06,41,mutation
320,6833.16,3.39038e+06,40,mutation
353,7389.71,3.38352e+06,40,mutation
382,7893,3.38328e+06,40,mutation
386,7960.71,3.38258e+06,40,mutation
473,9491.81,3.37444e+06,40,mutation
504,10027.1,3.37065e+06,41,mutation
518,10266.8,3.36283e+06,40,mutation
526,10400.3,3.35709e+06,40,crossover
603,11752.1,3.35585e+06,40,mutation
634,12291.3,3.35488e+06,40,mutation
635,12307.6,3.35314e+06,40,mutation
703,13587.4,3.35163e+06,40,mutation
737,14202.7,3.34854e+06,40,mutation
785,15095.4,3.34534e+06,40,mutation
832,16019.8,3.34479e+06,40,mutation
839,16171.4,3.33658e+06,41,crossover
868,16710.2,3.33576e+06,41,mutation
869,16727.3,3.3331e+06,42,mutation
873,16808.3,3.33198e+06,42,mutation
874,16824,3.33134e+06,41,mutation
875,16839.7,3.33125e+06,41,mutation
910,17543.8,3.32913e+06,41,mutation
938,18122,3.32565e+06,40,mutation
1003,19765.6,3.32464e+06,40,mutation
1062,21279.1,3.32259e+06,40,crossover
