n_iter,elapsed_time,cost,n_routes,mechanism
0,2897.38,3.52442e+06,0,initialization
5,3018.91,3.52273e+06,42,crossover
6,3036.67,3.51436e+06,42,crossover
10,3109.16,3.5108e+06,42,crossover
13,3166.64,3.48485e+06,42,crossover
20,3304.83,3.46687e+06,41,crossover
59,4069,3.45628e+06,40,crossover
64,4169.74,3.44003e+06,42,crossover
74,4367.19,3.43141e+06,42,crossover
102,4913.05,3.42662e+06,41,crossover
139,5643.91,3.41591e+06,42,crossover
229,7394.44,3.40552e+06,41,crossover
338,9503.35,3.40506e+06,41,crossover
381,10349.2,3.38081e+06,41,crossover
566,13981.1,3.36366e+06,40,crossover
621,15077.3,3.35771e+06,41,crossover
723,17043.4,3.35687e+06,41,crossover
783,18232.2,3.35376e+06,40,crossover
844,19459.1,3.33796e+06,41,crossover
879,20198.5,3.33703e+06,40,crossover
892,20456.6,3.3358e+06,40,crossover
911,20937.6,3.33472e+06,41,crossover
912,20955.3,3.33322e+06,41,crossover
