n_iter,elapsed_time,cost,n_routes,mechanism
0,929.389,3.4463e+06,0,initialization
11,1158.47,3.44203e+06,41,mutation
15,1224.98,3.44039e+06,40,mutation
26,1421.89,3.43291e+06,40,mutation
36,1598.12,3.43275e+06,40,mutation
37,1614.17,3.42411e+06,40,mutation
39,1645.86,3.41709e+06,40,mutation
51,1850.44,3.41632e+06,41,mutation
62,2040.36,3.41592e+06,41,mutation
71,2199.42,3.41503e+06,41,crossover
73,2231.7,3.40944e+06,40,mutation
85,2435.72,3.40644e+06,41,mutation
100,2690.8,3.40608e+06,41,mutation
111,2876.86,3.38624e+06,41,mutation
112,2892.59,3.38135e+06,41,mutation
113,2909.34,3.37815e+06,40,mutation
115,2941.12,3.37236e+06,40,mutation
116,2956.11,3.37216e+06,40,mutation
133,3234.48,3.3717e+06,40,mutation
147,3465.03,3.36779e+06,41,crossover
150,3515.22,3.36588e+06,40,mutation
156,3613.19,3.36462e+06,40,mutation
170,3840.69,3.36434e+06,41,crossover
184,4071.6,3.36417e+06,40,crossover
188,4136.83,3.36235e+06,41,mutation
204,4398.89,3.36169e+06,41,mutation
220,4683.39,3.36086e+06,41,crossover
275,5599.58,3.35723e+06,41,mutation
309,6158.97,3.35442e+06,40,mutation
320,6336.99,3.35389e+06,40,mutation
378,7302.13,3.35334e+06,40,mutation
578,10646.3,3.35331e+06,40,mutation
619,11342.8,3.35085e+06,40,mutation
670,12216.7,3.35065e+06,40,crossover
704,12784.7,3.34948e+06,40,crossover
781,14126.8,3.34848e+06,40,mutation
832,14993.5,3.34834e+06,40,mutation
848,15261.2,3.347e+06,40,mutation
850,15292.3,3.34579e+06,40,crossover
884,15880.3,3.34466e+06,40,mutation
888,15945.2,3.34449e+06,40,mutation
894,16043.2,3.3434e+06,40,mutation
938,16889.2,3.34309e+06,40,mutation
951,17243.5,3.34041e+06,40,mutation
958,17359.5,3.33485e+06,40,crossover
981,17906.3,3.33439e+06,40,mutation
994,18232.9,3.3313e+06,40,crossover
1048,19672.2,3.32177e+06,40,crossover
1070,20179.2,3.32019e+06,40,mutation
1079,20367.5,3.32e+06,40,mutation
1084,20464.3,3.31992e+06,40,mutation
