n_iter,elapsed_time,cost,n_routes,mechanism
0,905.454,3.45179e+06,0,initialization
13,1146.16,3.43861e+06,40,mutation
15,1182.06,3.41229e+06,40,mutation
36,1561.42,3.40946e+06,40,mutation
39,1611.36,3.40168e+06,40,mutation
44,1698.31,3.3957e+06,40,crossover
79,2293.86,3.39496e+06,40,crossover
86,2410.5,3.39354e+06,40,mutation
138,3271.34,3.38867e+06,40,crossover
186,4076.51,3.37949e+06,40,crossover
192,4177.05,3.37622e+06,40,mutation
202,4341.73,3.37245e+06,40,mutation
246,5164.33,3.37197e+06,40,crossover
256,5345.28,3.37164e+06,40,mutation
257,5360.76,3.37116e+06,40,crossover
324,6806.38,3.3696e+06,40,mutation
325,6822.66,3.36814e+06,40,mutation
340,7151.17,3.3645e+06,40,mutation
539,11349,3.3645e+06,40,mutation
594,12565.9,3.36403e+06,40,mutation
596,12599.4,3.36355e+06,40,crossover
604,12794.3,3.36289e+06,40,mutation
607,12846.3,3.36284e+06,40,mutation
625,13209.3,3.35979e+06,40,mutation
642,13523.1,3.35927e+06,40,mutation
684,14279.2,3.35898e+06,40,mutation
731,15136.3,3.35854e+06,40,mutation
759,15649,3.3575e+06,40,mutation
832,17063.7,3.35658e+06,40,mutation
848,17396.5,3.34992e+06,40,mutation
873,17943.3,3.34882e+06,40,mutation
876,18008.1,3.34732e+06,40,mutation
877,18023.4,3.3469e+06,40,mutation
904,18576.6,3.34513e+06,40,mutation
909,18680.8,3.34271e+06,40,mutation
913,18763.4,3.33684e+06,40,mutation
917,18873.8,3.33533e+06,40,mutation
926,19067,3.33337e+06,40,mutation
992,20554.6,3.33308e+06,40,mutation
1003,20845,3.33293e+06,40,mutation
