n_iter,elapsed_time,cost,n_routes,mechanism
0,937.799,3.44829e+06,0,initialization
8,1123.79,3.44015e+06,41,mutation
11,1186.15,3.43873e+06,41,mutation
33,1706.76,3.43549e+06,42,mutation
57,2297.37,3.43475e+06,40,mutation
60,2363.52,3.43347e+06,40,mutation
62,2403.88,3.43065e+06,41,mutation
66,2511.01,3.41728e+06,41,mutation
76,2727.8,3.41675e+06,41,mutation
85,2979.07,3.41543e+06,41,mutation
116,3797.05,3.41059e+06,40,mutation
143,4465.85,3.4042e+06,41,mutation
145,4550.77,3.40168e+06,41,mutation
150,4700.71,3.40129e+06,41,mutation
154,4813.04,3.40033e+06,41,mutation
161,5034.12,3.40005e+06,41,mutation
165,5145.49,3.38904e+06,41,mutation
185,5670.09,3.38477e+06,41,mutation
212,6387.35,3.38186e+06,41,mutation
224,6682.38,3.38061e+06,40,mutation
241,7202.44,3.37683e+06,40,mutation
251,7461.37,3.3761e+06,40,mutation
256,7601.4,3.37425e+06,40,mutation
266,7859.49,3.37328e+06,40,mutation
303,8879.79,3.37166e+06,40,mutation
304,8903.63,3.37116e+06,40,mutation
332,9528.57,3.36861e+06,41,mutation
336,9626.7,3.36793e+06,41,mutation
349,9888.88,3.36577e+06,40,crossover
353,9955.26,3.3649e+06,40,mutation
364,10154.7,3.36381e+06,40,mutation
382,10471.5,3.36289e+06,40,mutation
453,12171.6,3.36269e+06,40,mutation
475,12789,3.36063e+06,41,crossover
478,12838.9,3.35801e+06,41,mutation
488,13004.3,3.35772e+06,41,mutation
518,13745.5,3.35758e+06,41,mutation
520,13808.7,3.35674e+06,41,mutation
534,14199.7,3.35529e+06,40,mutation
559,14871.2,3.35388e+06,41,mutation
562,14920.3,3.34882e+06,41,mutation
609,16026.6,3.34776e+06,41,mutation
618,16224,3.34594e+06,40,mutation
619,16241.3,3.34538e+06,41,mutation
630,16426.3,3.34411e+06,41,mutation
681,17501.6,3.34145e+06,40,mutation
697,17817.8,3.34138e+06,41,mutation
701,17884.2,3.34106e+06,40,mutation
703,17919.3,3.33947e+06,40,mutation
781,19402,3.33932e+06,40,mutation
785,19466,3.33828e+06,40,mutation
804,19903.4,3.33713e+06,41,mutation
813,20117.3,3.3365e+06,41,mutation
831,20445.4,3.33409e+06,41,mutation
832,20461.8,3.33402e+06,41,mutation
849,20824,3.33277e+06,40,mutation
872,21236.9,3.33106e+06,40,mutation
878,21364.4,3.33095e+06,40,mutation
889,21575.6,3.32602e+06,40,mutation
