n_iter,elapsed_time,cost,n_routes,mechanism
0,167.499,3.43843e+06,0,initialization
0,169.827,3.42876e+06,48,crossover
4,178.921,3.37445e+06,48,crossover
16,205.847,3.35608e+06,48,crossover
22,219.234,3.35515e+06,48,crossover
69,322.985,3.34952e+06,48,crossover
70,324.999,3.34783e+06,48,crossover
120,434.283,3.3377e+06,48,crossover
144,490.859,3.31852e+06,48,crossover
149,501.5,3.30896e+06,48,crossover
209,641.111,3.29742e+06,48,crossover
302,881.438,3.29338e+06,48,crossover
333,964.314,3.28089e+06,48,crossover
392,1117.53,3.26768e+06,48,crossover
473,1356.41,3.26191e+06,48,crossover
483,1381.61,3.25276e+06,48,crossover
555,1599.99,3.24946e+06,48,crossover
566,1631.27,3.24282e+06,47,crossover
582,1682.24,3.24199e+06,48,crossover
605,1752.34,3.2205e+06,47,crossover
681,1952.73,3.21621e+06,48,crossover
729,2087.36,3.21461e+06,47,crossover
744,2127.93,3.2081e+06,47,crossover
777,2218.67,3.20081e+06,47,crossover
876,2478.14,3.19282e+06,47,crossover
1177,3350.14,3.18518e+06,47,crossover
1259,3594.94,3.17334e+06,47,crossover
1893,5467.31,3.16952e+06,47,crossover
1993,5767.85,3.16901e+06,47,crossover
2333,6724.88,3.16437e+06,47,crossover
2539,7333.1,3.15305e+06,47,crossover
3125,8983.97,3.15154e+06,47,crossover
3187,9164.08,3.1472e+06,47,crossover
3295,9462,3.14324e+06,47,crossover
3743,10691.2,3.14077e+06,47,crossover
3972,11306.5,3.14e+06,47,crossover
4875,13525.7,3.13876e+06,47,crossover
5051,13966.4,3.13857e+06,47,crossover
5855,15994.1,3.13719e+06,47,crossover
6111,16615.1,3.13671e+06,47,crossover
6833,18363.5,3.13597e+06,47,crossover
7497,20029.1,3.13402e+06,47,crossover
7534,20111.3,3.13397e+06,47,crossover
7641,20364.6,3.13308e+06,47,crossover
7659,20410.2,3.13243e+06,47,crossover
