n_iter,elapsed_time,cost,n_routes,mechanism
0,79.253,3.29621e+06,0,initialization
15,113.722,3.29278e+06,47,mutation
18,121.177,3.28226e+06,48,crossover
89,279.049,3.26315e+06,47,crossover
154,420.458,3.26231e+06,48,mutation
216,557.814,3.2514e+06,47,mutation
219,565.315,3.24622e+06,47,crossover
254,649.738,3.24028e+06,47,mutation
265,677.02,3.2392e+06,47,crossover
282,717.692,3.23774e+06,47,mutation
304,768.473,3.23762e+06,47,mutation
313,785.566,3.23527e+06,47,mutation
325,809.628,3.23085e+06,47,mutation
337,833.565,3.23025e+06,48,mutation
343,843.394,3.22596e+06,47,mutation
345,846.19,3.22139e+06,47,mutation
389,942.973,3.22003e+06,47,crossover
391,946.192,3.21919e+06,47,mutation
393,949.363,3.2172e+06,47,mutation
426,1030.35,3.21162e+06,47,mutation
440,1070.58,3.20838e+06,47,mutation
444,1078.64,3.20052e+06,47,mutation
457,1106.1,3.19546e+06,47,mutation
489,1188.39,3.1951e+06,47,crossover
490,1189.93,3.19407e+06,47,mutation
517,1264.55,3.19303e+06,47,mutation
539,1334.94,3.19049e+06,47,mutation
542,1342.16,3.18822e+06,47,mutation
551,1366.08,3.18512e+06,47,mutation
598,1483.69,3.18361e+06,47,mutation
643,1587.14,3.18317e+06,47,mutation
647,1598.68,3.18224e+06,47,mutation
654,1611.11,3.18166e+06,47,mutation
655,1612.66,3.18042e+06,47,crossover
700,1736.63,3.16873e+06,47,mutation
701,1738,3.1684e+06,47,mutation
726,1794.61,3.16719e+06,47,mutation
753,1868.55,3.16696e+06,47,mutation
760,1889.74,3.16432e+06,47,mutation
761,1893.96,3.16081e+06,47,mutation
770,1920.13,3.16039e+06,47,mutation
831,2072.96,3.16036e+06,47,mutation
865,2145.44,3.15892e+06,47,mutation
912,2259.64,3.1588e+06,47,crossover
942,2341.19,3.15846e+06,47,crossover
1000,2495.05,3.157e+06,47,mutation
1011,2526.32,3.15678e+06,47,crossover
1025,2567.19,3.1564e+06,47,crossover
1063,2658.57,3.156e+06,47,mutation
1069,2668.1,3.15582e+06,47,mutation
1103,2756.55,3.15134e+06,47,crossover
1173,2931.33,3.148e+06,47,mutation
1182,2954.69,3.1476e+06,47,mutation
1198,2999.02,3.14748e+06,47,mutation
1222,3062.36,3.14697e+06,47,mutation
1248,3131.8,3.14242e+06,47,mutation
1256,3160.02,3.141e+06,47,mutation
1261,3172.75,3.13798e+06,47,crossover
1278,3223.1,3.1365e+06,47,mutation
1356,3413.53,3.13596e+06,47,mutation
1416,3552.36,3.13579e+06,47,mutation
1477,3710.11,3.13259e+06,47,mutation
1492,3742.91,3.12989e+06,47,mutation
1531,3838.74,3.12907e+06,47,mutation
1580,3946.86,3.12736e+06,47,mutation
1634,4098.15,3.12704e+06,47,mutation
1707,4290.24,3.12629e+06,47,mutation
1715,4311.63,3.12454e+06,47,mutation
1767,4441.21,3.12398e+06,47,mutation
1791,4499.44,3.12372e+06,47,mutation
1897,4744.3,3.12326e+06,47,mutation
2030,5103.63,3.12072e+06,47,crossover
2051,5165.35,3.11847e+06,47,mutation
2185,5487.14,3.11843e+06,47,crossover
2270,5692.08,3.11613e+06,47,crossover
2294,5747.07,3.11607e+06,47,mutation
2380,5964.11,3.11592e+06,47,mutation
2406,6032.25,3.1132e+06,47,mutation
2412,6045.47,3.11307e+06,47,mutation
2438,6117.07,3.11255e+06,47,mutation
2474,6220.97,3.11184e+06,47,mutation
2484,6243.05,3.11076e+06,47,mutation
2555,6429.74,3.10999e+06,47,mutation
2700,6829.86,3.10979e+06,47,mutation
2775,7034.28,3.10966e+06,47,crossover
2868,7285.31,3.10934e+06,47,crossover
2906,7384.62,3.1089e+06,47,mutation
2953,7510.16,3.10885e+06,47,mutation
2979,7582.33,3.10762e+06,47,crossover
3019,7705.44,3.10738e+06,47,mutation
3069,7834.93,3.10702e+06,47,mutation
3260,8310.99,3.10699e+06,47,mutation
3385,8595.74,3.10699e+06,47,mutation
3405,8646.89,3.10674e+06,47,mutation
3622,9162.1,3.10508e+06,47,mutation
3648,9215.74,3.10471e+06,47,crossover
3671,9281.32,3.1046e+06,47,mutation
3749,9476.63,3.10442e+06,47,crossover
4046,10262.1,3.10394e+06,47,crossover
4088,10362.5,3.10388e+06,47,mutation
4133,10463.7,3.10307e+06,47,mutation
4177,10563,3.10284e+06,47,mutation
