n_iter,elapsed_time,cost,n_routes,mechanism
0,1810.02,3.36798e+06,0,initialization
1,1856.23,3.36682e+06,134,crossover
3,1896.89,3.3559e+06,137,crossover
4,1916.86,3.3463e+06,136,crossover
9,2025.78,3.33398e+06,136,crossover
18,2213.16,3.32711e+06,137,crossover
21,2271.97,3.32062e+06,137,crossover
30,2467.58,3.30153e+06,135,crossover
54,2993.36,3.29624e+06,135,crossover
61,3139.56,3.28632e+06,137,crossover
80,3517.52,3.2756e+06,136,crossover
117,4237.22,3.26912e+06,136,crossover
145,4791.5,3.26818e+06,137,crossover
165,5197.33,3.25099e+06,136,crossover
225,6360.55,3.24212e+06,136,crossover
507,11933.8,3.23543e+06,135,crossover
521,12212.9,3.22369e+06,134,crossover
563,13093.8,3.22264e+06,135,crossover
748,16980.6,3.21721e+06,135,crossover
805,18126.7,3.21527e+06,134,crossover
821,18477.4,3.20852e+06,135,crossover
831,18686.6,3.20648e+06,134,crossover
927,21022,3.2034e+06,134,crossover
931,21151.5,3.18849e+06,133,crossover
