n_iter,elapsed_time,cost,n_routes,mechanism
0,902.799,3.25922e+06,0,initialization
9,1074.8,3.24522e+06,133,mutation
15,1174.7,3.24388e+06,133,mutation
39,1593.91,3.24369e+06,133,mutation
52,1809.53,3.24252e+06,133,crossover
56,1892.96,3.24058e+06,134,mutation
57,1908.94,3.22839e+06,134,mutation
161,4107.63,3.22503e+06,135,mutation
245,5965.16,3.21833e+06,134,mutation
250,6083.97,3.21691e+06,133,mutation
270,6501.42,3.21286e+06,133,mutation
283,6728.91,3.20972e+06,133,mutation
319,7416.94,3.20279e+06,133,mutation
462,10445,3.19928e+06,134,mutation
654,14259.4,3.19676e+06,134,mutation
744,15939.4,3.19527e+06,134,crossover
780,16620.5,3.19453e+06,133,mutation
802,17043.8,3.18858e+06,133,mutation
852,18079.5,3.18814e+06,133,mutation
860,18224.5,3.18713e+06,133,mutation
865,18332.7,3.18297e+06,134,mutation
876,18633.8,3.18155e+06,135,mutation
880,18748.2,3.17773e+06,135,mutation
887,18919.6,3.17711e+06,135,mutation
910,19464,3.17631e+06,132,mutation
911,19496.7,3.16992e+06,134,crossover
923,19800.8,3.16903e+06,133,mutation
926,19883.5,3.16551e+06,133,mutation
946,20386.5,3.162e+06,132,mutation
949,20455.8,3.15882e+06,133,crossover
951,20489.4,3.15428e+06,131,mutation
966,20959.3,3.15334e+06,133,mutation
990,21678.4,3.14958e+06,132,crossover
