n_iter,elapsed_time,cost,n_routes,mechanism
0,1817.58,3.36188e+06,0,initialization
1,1861.25,3.34445e+06,137,crossover
5,1946.14,3.34273e+06,137,crossover
6,1967.42,3.31395e+06,138,crossover
11,2073.91,3.3093e+06,137,crossover
34,2554.08,3.28821e+06,137,crossover
48,2840.59,3.28284e+06,135,crossover
93,3769.64,3.27804e+06,137,crossover
131,4558.03,3.27433e+06,135,crossover
140,4741.64,3.26299e+06,135,crossover
150,4942.38,3.25979e+06,136,crossover
206,6085.21,3.23643e+06,135,crossover
288,7742.88,3.23321e+06,134,crossover
352,9015.14,3.22123e+06,134,crossover
508,12225.1,3.22047e+06,134,crossover
584,13823.6,3.21874e+06,135,crossover
628,14740.9,3.2132e+06,137,crossover
652,15234.4,3.20253e+06,136,crossover
782,18060.4,3.20148e+06,136,crossover
787,18158.6,3.1968e+06,135,crossover
879,20325.5,3.19594e+06,134,crossover
911,21180.7,3.1901e+06,134,crossover
914,21293,3.18619e+06,134,crossover
