n_iter,elapsed_time,cost,n_routes,mechanism
0,1733.78,3.34718e+06,0,initialization
0,1754.44,3.3457e+06,136,crossover
1,1770.47,3.34337e+06,136,crossover
4,1848.36,3.3357e+06,136,crossover
9,1945.88,3.33046e+06,137,crossover
10,1967.32,3.32264e+06,136,crossover
21,2188.75,3.3157e+06,135,crossover
22,2210.47,3.31538e+06,137,crossover
31,2388.47,3.30873e+06,134,crossover
42,2636.83,3.30117e+06,137,crossover
63,3086.01,3.29946e+06,135,crossover
64,3107.67,3.29438e+06,135,crossover
76,3355.25,3.28395e+06,134,crossover
97,3779.46,3.28327e+06,135,crossover
107,3982.33,3.2642e+06,135,crossover
171,5255.64,3.25277e+06,136,crossover
228,6392.19,3.24748e+06,134,crossover
240,6633.94,3.24715e+06,135,crossover
262,7087.83,3.24164e+06,134,crossover
267,7186.02,3.24097e+06,134,crossover
334,8541.05,3.24035e+06,134,crossover
342,8701.63,3.23604e+06,135,crossover
424,10342.1,3.23314e+06,136,crossover
436,10573.8,3.22615e+06,135,crossover
471,11258,3.22024e+06,134,crossover
554,12899.2,3.21756e+06,135,crossover
615,14162.2,3.21524e+06,135,crossover
629,14462.6,3.21515e+06,134,crossover
671,15335.8,3.21469e+06,135,crossover
687,15657.3,3.21384e+06,135,crossover
713,16165.2,3.21244e+06,135,crossover
734,16594.9,3.20876e+06,135,crossover
781,17514.2,3.2084e+06,134,crossover
865,19408,3.20754e+06,134,crossover
889,19981.6,3.20373e+06,133,crossover
914,20574.7,3.18678e+06,132,crossover
927,21001.6,3.1801e+06,131,crossover
