n_iter,elapsed_time,cost,n_routes,mechanism
0,1826.79,3.36723e+06,0,initialization
0,1849.28,3.33452e+06,136,crossover
1,1870.07,3.32757e+06,136,crossover
21,2297.88,3.32255e+06,137,crossover
42,2737.16,3.31137e+06,135,crossover
44,2780.43,3.30901e+06,136,crossover
51,2934.24,3.29687e+06,138,crossover
83,3609.29,3.2788e+06,135,crossover
118,4328.6,3.27584e+06,135,crossover
183,5677.3,3.2634e+06,135,crossover
242,6885.16,3.25823e+06,138,crossover
260,7247.49,3.25701e+06,135,crossover
298,8018.38,3.24891e+06,137,crossover
419,10444.6,3.24737e+06,135,crossover
445,10963.2,3.2471e+06,135,crossover
467,11415.3,3.24097e+06,135,crossover
515,12392.8,3.22839e+06,135,crossover
630,14861.3,3.2237e+06,136,crossover
816,18801.9,3.21551e+06,136,crossover
860,19835.8,3.20916e+06,135,crossover
928,21488.5,3.20616e+06,135,crossover
